timestamp,kwh,building
2024-01-07 14:00:00,24.06,Admin Block
2024-01-07 15:00:00,15.14,Hostel
2024-01-07 15:00:00,75.67,Engg Block
2024-01-07 15:00:00,37.67,Library
2024-01-07 15:00:00,29.93,Admin Block
2024-01-07 16:00:00,11.57,Hostel
2024-01-07 16:00:00,49.16,Engg Block
2024-01-07 16:00:00,30.94,Admin Block
2024-01-07 16:00:00,31.15,Library
2024-01-07 17:00:00,30.28,Library
2024-01-07 17:00:00,77.79,Engg Block
2024-01-07 17:00:00,37.95,Admin Block
2024-01-07 17:00:00,16.9,Hostel
2024-01-07 18:00:00,21.84,Library
2024-01-07 18:00:00,47.77,Hostel
2024-01-07 18:00:00,8.93,Admin Block
2024-01-07 18:00:00,83.83,Engg Block
2024-01-07 19:00:00,8.52,Admin Block
2024-01-07 19:00:00,27.69,Hostel
2024-01-07 19:00:00,27.82,Engg Block
2024-01-07 19:00:00,34.48,Library
2024-01-07 20:00:00,35.45,Hostel
2024-01-07 20:00:00,43.43,Engg Block
2024-01-07 20:00:00,8.31,Admin Block
2024-01-07 20:00:00,33.87,Library
2024-01-07 21:00:00,34.24,Hostel
2024-01-07 21:00:00,7.43,Admin Block
2024-01-07 21:00:00,38.61,Engg Block
2024-01-07 21:00:00,42.98,Library
2024-01-07 22:00:00,11.73,Library
2024-01-07 22:00:00,8.54,Admin Block
2024-01-07 22:00:00,52.05,Hostel
2024-01-07 22:00:00,42.19,Engg Block
2024-01-07 23:00:00,7.53,Admin Block
2024-01-07 23:00:00,13.05,Library
2024-01-07 23:00:00,50.02,Hostel
2024-01-07 23:00:00,51.6,Engg Block
2024-01-08 00:00:00,32.85,Engg Block
2024-01-08 00:00:00,8.27,Admin Block
2024-01-08 00:00:00,38.39,Hostel
2024-01-08 00:00:00,13.12,Library
2024-01-08 01:00:00,16.44,Library
2024-01-08 01:00:00,51.6,Hostel
2024-01-08 01:00:00,28.4,Engg Block
2024-01-08 01:00:00,10.11,Admin Block
2024-01-08 02:00:00,27.22,Engg Block
2024-01-08 02:00:00,12.26,Library
2024-01-08 02:00:00,6.39,Admin Block
2024-01-08 02:00:00,40.96,Hostel
2024-01-08 03:00:00,13.2,Library
2024-01-08 03:00:00,45.01,Hostel
2024-01-08 03:00:00,27.86,Engg Block
2024-01-08 03:00:00,9.82,Admin Block
2024-01-08 04:00:00,73.6,Hostel
2024-01-08 04:00:00,14.02,Library
2024-01-08 04:00:00,10.11,Admin Block
2024-01-08 04:00:00,34.33,Engg Block
2024-01-08 05:00:00,7.81,Admin Block
2024-01-08 05:00:00,37.99,Engg Block
2024-01-08 05:00:00,68.7,Hostel
2024-01-08 05:00:00,12.97,Library
2024-01-08 06:00:00,29.9,Hostel
2024-01-08 06:00:00,4.61,Admin Block
2024-01-08 06:00:00,11.38,Library
2024-01-08 06:00:00,37.42,Engg Block
2024-01-08 07:00:00,7.03,Admin Block
2024-01-08 07:00:00,42.24,Engg Block
2024-01-08 07:00:00,12.99,Library
2024-01-08 07:00:00,61.2,Hostel
2024-01-08 08:00:00,65.21,Engg Block
2024-01-08 08:00:00,26.11,Hostel
2024-01-08 08:00:00,10.08,Admin Block
2024-01-08 08:00:00,15.18,Library
2024-01-08 09:00:00,88.62,Engg Block
2024-01-08 09:00:00,13.77,Hostel
2024-01-08 09:00:00,23.84,Library
2024-01-08 09:00:00,24.89,Admin Block
2024-01-08 10:00:00,30.8,Library
2024-01-08 10:00:00,60.7,Engg Block
2024-01-08 10:00:00,26.16,Hostel
2024-01-08 10:00:00,20.0,Admin Block
2024-01-08 11:00:00,22.48,Admin Block
2024-01-08 11:00:00,30.69,Hostel
2024-01-08 11:00:00,109.2,Engg Block
2024-01-08 11:00:00,25.8,Library
2024-01-08 12:00:00,37.17,Library
2024-01-08 12:00:00,13.93,Hostel
2024-01-08 12:00:00,29.2,Admin Block
2024-01-08 12:00:00,75.17,Engg Block
2024-01-08 13:00:00,20.86,Library
2024-01-08 13:00:00,27.73,Admin Block
2024-01-08 13:00:00,51.07,Engg Block
2024-01-08 13:00:00,15.22,Hostel
2024-01-08 14:00:00,27.41,Hostel
2024-01-08 14:00:00,23.81,Admin Block
2024-01-08 14:00:00,47.6,Engg Block
2024-01-08 14:00:00,26.65,Library
2024-01-08 15:00:00,32.26,Library
2024-01-08 15:00:00,22.71,Hostel
2024-01-08 15:00:00,72.84,Engg Block
2024-01-08 15:00:00,23.17,Admin Block
2024-01-08 16:00:00,39.39,Library
2024-01-08 16:00:00,23.04,Admin Block
2024-01-08 16:00:00,24.47,Hostel
2024-01-08 16:00:00,61.37,Engg Block
2024-01-08 17:00:00,76.6,Engg Block
2024-01-08 17:00:00,20.39,Admin Block
2024-01-08 17:00:00,23.15,Hostel
2024-01-08 17:00:00,29.61,Library
2024-01-08 18:00:00,26.67,Library
2024-01-08 18:00:00,10.58,Admin Block
2024-01-08 18:00:00,72.69,Engg Block
2024-01-08 18:00:00,54.74,Hostel
2024-01-08 19:00:00,29.5,Hostel
2024-01-08 19:00:00,7.48,Admin Block
2024-01-08 19:00:00,34.36,Engg Block
2024-01-08 19:00:00,41.29,Library
2024-01-08 20:00:00,64.4,Hostel
2024-01-08 20:00:00,21.31,Library
2024-01-08 20:00:00,27.59,Engg Block
2024-01-08 20:00:00,9.95,Admin Block
2024-01-08 21:00:00,16.81,Library
2024-01-08 21:00:00,21.75,Engg Block
2024-01-08 21:00:00,10.43,Admin Block
2024-01-08 21:00:00,66.19,Hostel
2024-01-08 22:00:00,31.09,Engg Block
2024-01-08 22:00:00,13.6,Library
2024-01-08 22:00:00,45.63,Hostel
2024-01-08 22:00:00,9.6,Admin Block
2024-01-08 23:00:00,42.49,Engg Block
2024-01-08 23:00:00,11.24,Library
2024-01-08 23:00:00,48.36,Hostel
2024-01-08 23:00:00,7.31,Admin Block
2024-01-09 00:00:00,8.65,Admin Block
2024-01-09 00:00:00,26.49,Hostel
2024-01-09 00:00:00,36.87,Engg Block
2024-01-09 00:00:00,9.95,Library
2024-01-09 01:00:00,14.27,Library
2024-01-09 01:00:00,7.96,Admin Block
2024-01-09 01:00:00,24.1,Engg Block
2024-01-09 01:00:00,56.56,Hostel
2024-01-09 02:00:00,57.41,Hostel
2024-01-09 02:00:00,6.55,Admin Block
2024-01-09 02:00:00,36.52,Engg Block
2024-01-09 02:00:00,13.11,Library
2024-01-09 03:00:00,8.52,Admin Block
2024-01-09 03:00:00,38.37,Engg Block
2024-01-09 03:00:00,48.09,Hostel
2024-01-09 03:00:00,11.09,Library
2024-01-09 04:00:00,27.27,Engg Block
2024-01-09 04:00:00,6.11,Admin Block
2024-01-09 04:00:00,65.53,Hostel
2024-01-09 04:00:00,9.3,Library
2024-01-09 05:00:00,9.9,Admin Block
2024-01-09 05:00:00,44.09,Hostel
2024-01-09 05:00:00,36.35,Engg Block
2024-01-09 05:00:00,14.68,Library
2024-01-09 06:00:00,7.26,Admin Block
2024-01-09 06:00:00,35.51,Engg Block
2024-01-09 06:00:00,57.3,Hostel
2024-01-09 06:00:00,14.13,Library
2024-01-09 07:00:00,34.01,Hostel
2024-01-09 07:00:00,8.32,Admin Block
2024-01-09 07:00:00,12.25,Library
2024-01-09 07:00:00,25.0,Engg Block
2024-01-09 08:00:00,70.81,Engg Block
2024-01-09 08:00:00,20.85,Hostel
2024-01-09 08:00:00,17.12,Library
2024-01-09 08:00:00,8.45,Admin Block
2024-01-09 09:00:00,23.71,Admin Block
2024-01-09 09:00:00,74.11,Engg Block
2024-01-09 09:00:00,23.58,Library
2024-01-09 09:00:00,19.9,Hostel
2024-01-09 10:00:00,82.6,Engg Block
2024-01-09 10:00:00,22.42,Hostel
2024-01-09 10:00:00,20.85,Library
2024-01-09 10:00:00,27.93,Admin Block
2024-01-09 11:00:00,18.67,Hostel
2024-01-09 11:00:00,25.85,Library
2024-01-09 11:00:00,22.63,Admin Block
2024-01-09 11:00:00,82.12,Engg Block
2024-01-09 12:00:00,29.36,Admin Block
2024-01-09 12:00:00,20.17,Hostel
2024-01-09 12:00:00,29.73,Library
2024-01-09 12:00:00,42.61,Engg Block
2024-01-09 13:00:00,31.46,Library
2024-01-09 13:00:00,18.27,Admin Block
2024-01-09 13:00:00,49.76,Engg Block
2024-01-09 13:00:00,26.2,Hostel
2024-01-09 14:00:00,28.55,Library
2024-01-09 14:00:00,73.37,Engg Block
2024-01-09 14:00:00,18.25,Hostel
2024-01-09 14:00:00,25.63,Admin Block
2024-01-09 15:00:00,34.69,Admin Block
2024-01-09 15:00:00,32.11,Library
2024-01-09 15:00:00,10.88,Hostel
2024-01-09 15:00:00,73.35,Engg Block
2024-01-09 16:00:00,32.02,Hostel
2024-01-09 16:00:00,73.37,Engg Block
2024-01-09 16:00:00,22.49,Library
2024-01-09 16:00:00,20.0,Admin Block
2024-01-09 17:00:00,127.61,Engg Block
2024-01-09 17:00:00,21.61,Admin Block
2024-01-09 17:00:00,38.66,Library
2024-01-09 17:00:00,29.7,Hostel
2024-01-09 18:00:00,8.82,Admin Block
2024-01-09 18:00:00,30.0,Hostel
2024-01-09 18:00:00,74.28,Engg Block
2024-01-09 18:00:00,29.51,Library
2024-01-09 19:00:00,44.94,Engg Block
2024-01-09 19:00:00,8.29,Admin Block
2024-01-09 19:00:00,59.14,Hostel
2024-01-09 19:00:00,36.7,Library
2024-01-09 20:00:00,43.35,Engg Block
2024-01-09 20:00:00,32.06,Library
2024-01-09 20:00:00,41.61,Hostel
2024-01-09 20:00:00,8.56,Admin Block
2024-01-09 21:00:00,32.74,Library
2024-01-09 21:00:00,40.7,Engg Block
2024-01-09 21:00:00,52.87,Hostel
2024-01-09 21:00:00,8.78,Admin Block
2024-01-09 22:00:00,13.92,Library
2024-01-09 22:00:00,32.24,Engg Block
2024-01-09 22:00:00,53.33,Hostel
2024-01-09 22:00:00,9.02,Admin Block
2024-01-09 23:00:00,41.64,Engg Block
2024-01-09 23:00:00,45.55,Hostel
2024-01-09 23:00:00,9.78,Admin Block
2024-01-09 23:00:00,13.62,Library
2024-01-10 00:00:00,37.48,Hostel
2024-01-10 00:00:00,28.24,Engg Block
2024-01-10 00:00:00,8.66,Admin Block
2024-01-10 00:00:00,14.11,Library
2024-01-10 01:00:00,32.93,Engg Block
2024-01-10 01:00:00,38.85,Hostel
2024-01-10 01:00:00,7.61,Admin Block
2024-01-10 01:00:00,15.82,Library
2024-01-10 02:00:00,30.75,Engg Block
2024-01-10 02:00:00,12.99,Library
2024-01-10 02:00:00,35.53,Hostel
2024-01-10 02:00:00,9.08,Admin Block
2024-01-10 03:00:00,35.72,Engg Block
2024-01-10 03:00:00,14.27,Library
2024-01-10 03:00:00,36.77,Hostel
2024-01-10 03:00:00,11.04,Admin Block
2024-01-10 04:00:00,12.28,Library
2024-01-10 04:00:00,55.25,Engg Block
2024-01-10 04:00:00,48.01,Hostel
2024-01-10 04:00:00,7.79,Admin Block
2024-01-10 05:00:00,16.1,Library
2024-01-10 05:00:00,38.48,Hostel
2024-01-10 05:00:00,6.44,Admin Block
2024-01-10 05:00:00,18.66,Engg Block
2024-01-10 06:00:00,59.03,Hostel
2024-01-10 06:00:00,10.81,Library
2024-01-10 06:00:00,9.77,Admin Block
2024-01-10 06:00:00,41.0,Engg Block
2024-01-10 07:00:00,20.89,Engg Block
2024-01-10 07:00:00,17.0,Library
2024-01-10 07:00:00,70.86,Hostel
2024-01-10 07:00:00,7.81,Admin Block
2024-01-10 08:00:00,12.4,Library
2024-01-10 08:00:00,17.35,Hostel
2024-01-10 08:00:00,4.52,Admin Block
2024-01-10 08:00:00,57.33,Engg Block
2024-01-10 09:00:00,82.7,Engg Block
2024-01-10 09:00:00,21.42,Library
2024-01-10 09:00:00,22.51,Hostel
2024-01-10 09:00:00,29.24,Admin Block
2024-01-10 10:00:00,22.32,Admin Block
2024-01-10 10:00:00,30.77,Library
2024-01-10 10:00:00,66.04,Engg Block
2024-01-10 10:00:00,24.15,Hostel
2024-01-10 11:00:00,23.97,Hostel
2024-01-10 11:00:00,47.49,Engg Block
2024-01-10 11:00:00,24.55,Admin Block
2024-01-10 11:00:00,25.91,Library
2024-01-10 12:00:00,21.48,Hostel
2024-01-10 12:00:00,26.66,Admin Block
2024-01-10 12:00:00,53.38,Engg Block
2024-01-10 12:00:00,35.04,Library
2024-01-10 13:00:00,26.08,Library
2024-01-10 13:00:00,25.95,Admin Block
2024-01-10 13:00:00,25.68,Hostel
2024-01-10 13:00:00,76.04,Engg Block
2024-01-10 14:00:00,28.55,Admin Block
2024-01-10 14:00:00,27.32,Library
2024-01-10 14:00:00,53.13,Engg Block
2024-01-10 14:00:00,24.04,Hostel
2024-01-10 15:00:00,68.52,Engg Block
2024-01-10 15:00:00,22.82,Admin Block
2024-01-10 15:00:00,18.66,Library
2024-01-10 15:00:00,13.2,Hostel
2024-01-10 16:00:00,27.57,Admin Block
2024-01-10 16:00:00,65.74,Engg Block
2024-01-10 16:00:00,27.29,Library
2024-01-10 16:00:00,26.48,Hostel
2024-01-10 17:00:00,23.7,Admin Block
2024-01-10 17:00:00,54.41,Engg Block
2024-01-10 17:00:00,26.59,Hostel
2024-01-10 17:00:00,15.46,Library
2024-01-10 18:00:00,37.78,Hostel
2024-01-10 18:00:00,9.18,Admin Block
2024-01-10 18:00:00,99.84,Engg Block
2024-01-10 18:00:00,20.5,Library
2024-01-10 19:00:00,8.98,Admin Block
2024-01-10 19:00:00,49.56,Hostel
2024-01-10 19:00:00,40.55,Engg Block
2024-01-10 19:00:00,34.56,Library
2024-01-10 20:00:00,6.5,Admin Block
2024-01-10 20:00:00,59.04,Hostel
2024-01-10 20:00:00,34.71,Library
2024-01-10 20:00:00,17.28,Engg Block
2024-01-10 21:00:00,45.92,Hostel
2024-01-10 21:00:00,36.63,Engg Block
2024-01-10 21:00:00,9.74,Admin Block
2024-01-10 21:00:00,32.55,Library
2024-01-10 22:00:00,10.08,Library
2024-01-10 22:00:00,64.77,Hostel
2024-01-10 22:00:00,29.21,Engg Block
2024-01-10 22:00:00,7.14,Admin Block
2024-01-10 23:00:00,12.38,Library
2024-01-10 23:00:00,42.46,Engg Block
2024-01-10 23:00:00,9.29,Admin Block
2024-01-10 23:00:00,83.75,Hostel
2024-01-11 00:00:00,28.07,Engg Block
2024-01-11 00:00:00,8.59,Admin Block
2024-01-11 00:00:00,37.45,Hostel
2024-01-11 00:00:00,12.49,Library
2024-01-11 01:00:00,10.94,Admin Block
2024-01-11 01:00:00,28.7,Hostel
2024-01-11 01:00:00,34.0,Engg Block
2024-01-11 01:00:00,9.6,Library
2024-01-11 02:00:00,39.42,Engg Block
2024-01-11 02:00:00,7.64,Admin Block
2024-01-11 02:00:00,16.26,Library
2024-01-11 02:00:00,53.47,Hostel
2024-01-11 03:00:00,7.44,Admin Block
2024-01-11 03:00:00,14.69,Library
2024-01-11 03:00:00,59.61,Hostel
2024-01-11 03:00:00,42.58,Engg Block
2024-01-11 04:00:00,45.61,Hostel
2024-01-11 04:00:00,7.97,Admin Block
2024-01-11 04:00:00,11.95,Library
2024-01-11 04:00:00,24.5,Engg Block
2024-01-11 05:00:00,7.51,Admin Block
2024-01-11 05:00:00,70.36,Hostel
2024-01-11 05:00:00,12.57,Library
2024-01-11 05:00:00,32.07,Engg Block
2024-01-11 06:00:00,9.28,Admin Block
2024-01-11 06:00:00,29.32,Hostel
2024-01-11 06:00:00,13.02,Library
2024-01-11 06:00:00,30.84,Engg Block
2024-01-11 07:00:00,59.19,Hostel
2024-01-11 07:00:00,7.4,Library
2024-01-11 07:00:00,5.41,Admin Block
2024-01-11 07:00:00,29.28,Engg Block
2024-01-11 08:00:00,6.31,Admin Block
2024-01-11 08:00:00,93.69,Engg Block
2024-01-11 08:00:00,17.18,Hostel
2024-01-11 08:00:00,11.88,Library
2024-01-11 09:00:00,71.58,Engg Block
2024-01-11 09:00:00,25.91,Library
2024-01-11 09:00:00,19.66,Admin Block
2024-01-11 09:00:00,31.83,Hostel
2024-01-11 10:00:00,44.51,Engg Block
2024-01-11 10:00:00,23.99,Library
2024-01-11 10:00:00,29.75,Admin Block
2024-01-11 10:00:00,33.55,Hostel
2024-01-11 11:00:00,16.17,Hostel
2024-01-11 11:00:00,33.55,Admin Block
2024-01-11 11:00:00,79.92,Engg Block
2024-01-11 11:00:00,28.31,Library
2024-01-11 12:00:00,40.79,Library
2024-01-11 12:00:00,99.49,Engg Block
2024-01-11 12:00:00,17.54,Hostel
2024-01-11 12:00:00,24.48,Admin Block
2024-01-11 13:00:00,33.85,Library
2024-01-11 13:00:00,26.42,Hostel
2024-01-11 13:00:00,24.16,Admin Block
2024-01-11 13:00:00,81.78,Engg Block
2024-01-11 14:00:00,26.57,Library
2024-01-11 14:00:00,18.56,Hostel
2024-01-11 14:00:00,25.35,Admin Block
2024-01-11 14:00:00,40.31,Engg Block
2024-01-11 15:00:00,57.13,Engg Block
2024-01-11 15:00:00,33.44,Library
2024-01-11 15:00:00,30.81,Admin Block
2024-01-11 15:00:00,20.71,Hostel
2024-01-11 16:00:00,38.4,Library
2024-01-11 16:00:00,20.36,Admin Block
2024-01-11 16:00:00,21.16,Hostel
2024-01-11 16:00:00,85.59,Engg Block
2024-01-11 17:00:00,53.5,Engg Block
2024-01-11 17:00:00,26.19,Admin Block
2024-01-11 17:00:00,35.55,Library
2024-01-11 17:00:00,8.91,Hostel
2024-01-11 18:00:00,9.56,Admin Block
2024-01-11 18:00:00,30.36,Library
2024-01-11 18:00:00,72.21,Engg Block
2024-01-11 18:00:00,48.8,Hostel
2024-01-11 19:00:00,26.12,Library
2024-01-11 19:00:00,8.8,Admin Block
2024-01-11 19:00:00,41.78,Engg Block
2024-01-11 19:00:00,38.86,Hostel
2024-01-11 20:00:00,26.89,Engg Block
2024-01-11 20:00:00,8.3,Admin Block
2024-01-11 20:00:00,34.19,Library
2024-01-11 20:00:00,41.75,Hostel
2024-01-11 21:00:00,70.22,Hostel
2024-01-11 21:00:00,9.6,Admin Block
2024-01-11 21:00:00,32.36,Library
2024-01-11 21:00:00,34.48,Engg Block
2024-01-11 22:00:00,10.0,Engg Block
2024-01-11 22:00:00,14.74,Library
2024-01-11 22:00:00,30.53,Hostel
2024-01-11 22:00:00,4.0,Admin Block
2024-01-11 23:00:00,14.09,Library
2024-01-11 23:00:00,60.95,Hostel
2024-01-11 23:00:00,26.04,Engg Block
2024-01-11 23:00:00,9.08,Admin Block
2024-01-12 00:00:00,15.12,Library
2024-01-12 00:00:00,32.79,Engg Block
2024-01-12 00:00:00,44.9,Hostel
2024-01-12 00:00:00,6.95,Admin Block
2024-01-12 01:00:00,5.07,Admin Block
2024-01-12 01:00:00,11.16,Library
2024-01-12 01:00:00,24.08,Engg Block
2024-01-12 01:00:00,44.89,Hostel
2024-01-12 02:00:00,8.82,Admin Block
2024-01-12 02:00:00,15.79,Library
2024-01-12 02:00:00,49.28,Engg Block
2024-01-12 02:00:00,60.62,Hostel
2024-01-12 03:00:00,12.99,Library
2024-01-12 03:00:00,54.0,Hostel
2024-01-12 03:00:00,22.49,Engg Block
2024-01-12 03:00:00,10.2,Admin Block
2024-01-12 04:00:00,7.78,Admin Block
2024-01-12 04:00:00,17.69,Library
2024-01-12 04:00:00,57.39,Hostel
2024-01-12 04:00:00,31.15,Engg Block
2024-01-12 05:00:00,63.23,Hostel
2024-01-12 05:00:00,36.14,Engg Block
2024-01-12 05:00:00,9.52,Admin Block
2024-01-12 05:00:00,10.78,Library
2024-01-12 06:00:00,44.13,Hostel
2024-01-12 06:00:00,16.84,Library
2024-01-12 06:00:00,47.61,Engg Block
2024-01-12 06:00:00,10.58,Admin Block
2024-01-12 07:00:00,22.44,Engg Block
2024-01-12 07:00:00,12.99,Library
2024-01-12 07:00:00,40.0,Hostel
2024-01-12 07:00:00,10.1,Admin Block
2024-01-12 08:00:00,83.9,Engg Block
2024-01-12 08:00:00,10.62,Admin Block
2024-01-12 08:00:00,10.87,Library
2024-01-12 08:00:00,14.16,Hostel
2024-01-12 09:00:00,28.71,Admin Block
2024-01-12 09:00:00,27.1,Library
2024-01-12 09:00:00,15.8,Hostel
2024-01-12 09:00:00,65.17,Engg Block
2024-01-12 10:00:00,39.58,Hostel
2024-01-12 10:00:00,25.38,Admin Block
2024-01-12 10:00:00,49.05,Engg Block
2024-01-12 10:00:00,28.08,Library
2024-01-12 11:00:00,28.84,Hostel
2024-01-12 11:00:00,72.51,Engg Block
2024-01-12 11:00:00,32.54,Library
2024-01-12 11:00:00,16.99,Admin Block
2024-01-12 12:00:00,12.49,Hostel
2024-01-12 12:00:00,23.77,Admin Block
2024-01-12 12:00:00,68.23,Engg Block
2024-01-12 12:00:00,33.14,Library
2024-01-12 13:00:00,26.56,Library
2024-01-12 13:00:00,20.78,Admin Block
2024-01-12 13:00:00,12.67,Hostel
2024-01-12 13:00:00,55.25,Engg Block
2024-01-12 14:00:00,66.13,Engg Block
2024-01-12 14:00:00,24.04,Hostel
2024-01-12 14:00:00,29.85,Library
2024-01-12 14:00:00,35.85,Admin Block
2024-01-12 15:00:00,58.74,Engg Block
2024-01-12 15:00:00,24.45,Hostel
2024-01-12 15:00:00,42.85,Library
2024-01-12 15:00:00,24.12,Admin Block
2024-01-12 16:00:00,24.46,Hostel
2024-01-12 16:00:00,66.84,Engg Block
2024-01-12 16:00:00,40.37,Library
2024-01-12 16:00:00,25.62,Admin Block
2024-01-12 17:00:00,75.76,Engg Block
2024-01-12 17:00:00,19.39,Hostel
2024-01-12 17:00:00,27.76,Admin Block
2024-01-12 17:00:00,32.62,Library
2024-01-12 18:00:00,47.16,Hostel
2024-01-12 18:00:00,90.77,Engg Block
2024-01-12 18:00:00,30.23,Library
2024-01-12 18:00:00,8.07,Admin Block
2024-01-12 19:00:00,10.71,Admin Block
2024-01-12 19:00:00,53.82,Hostel
2024-01-12 19:00:00,24.17,Engg Block
2024-01-12 19:00:00,30.72,Library
2024-01-12 20:00:00,33.68,Library
2024-01-12 20:00:00,7.0,Admin Block
2024-01-12 20:00:00,53.66,Engg Block
2024-01-12 20:00:00,50.26,Hostel
2024-01-12 21:00:00,23.86,Library
2024-01-12 21:00:00,8.31,Admin Block
2024-01-12 21:00:00,16.38,Hostel
2024-01-12 21:00:00,17.92,Engg Block
2024-01-12 22:00:00,6.81,Admin Block
2024-01-12 22:00:00,33.67,Engg Block
2024-01-12 22:00:00,45.62,Hostel
2024-01-12 22:00:00,11.86,Library
2024-01-12 23:00:00,40.15,Engg Block
2024-01-12 23:00:00,8.33,Library
2024-01-12 23:00:00,5.89,Admin Block
2024-01-12 23:00:00,36.48,Hostel
2024-01-13 00:00:00,7.02,Admin Block
2024-01-13 00:00:00,51.58,Hostel
2024-01-13 00:00:00,37.46,Engg Block
2024-01-13 00:00:00,13.5,Library
2024-01-13 01:00:00,7.94,Admin Block
2024-01-13 01:00:00,14.12,Library
2024-01-13 01:00:00,92.88,Hostel
2024-01-13 01:00:00,29.55,Engg Block
2024-01-13 02:00:00,7.31,Admin Block
2024-01-13 02:00:00,11.29,Library
2024-01-13 02:00:00,54.4,Hostel
2024-01-13 02:00:00,33.18,Engg Block
2024-01-13 03:00:00,44.39,Hostel
2024-01-13 03:00:00,6.89,Admin Block
2024-01-13 03:00:00,16.43,Library
2024-01-13 03:00:00,30.69,Engg Block
2024-01-13 04:00:00,29.84,Engg Block
2024-01-13 04:00:00,9.44,Library
2024-01-13 04:00:00,5.75,Admin Block
2024-01-13 04:00:00,62.55,Hostel
2024-01-13 05:00:00,42.43,Engg Block
2024-01-13 05:00:00,8.84,Library
2024-01-13 05:00:00,7.87,Admin Block
2024-01-13 05:00:00,56.1,Hostel
2024-01-13 06:00:00,38.12,Engg Block
2024-01-13 06:00:00,55.18,Hostel
2024-01-13 06:00:00,5.59,Admin Block
2024-01-13 06:00:00,13.06,Library
2024-01-13 07:00:00,15.12,Library
2024-01-13 07:00:00,9.22,Admin Block
2024-01-13 07:00:00,57.92,Hostel
2024-01-13 07:00:00,28.94,Engg Block
2024-01-13 08:00:00,33.96,Hostel
2024-01-13 08:00:00,16.71,Library
2024-01-13 08:00:00,8.13,Admin Block
2024-01-13 08:00:00,79.62,Engg Block
2024-01-13 09:00:00,69.99,Engg Block
2024-01-13 09:00:00,13.88,Hostel
2024-01-13 09:00:00,17.71,Admin Block
2024-01-13 09:00:00,27.25,Library
2024-01-13 10:00:00,78.21,Engg Block
2024-01-13 10:00:00,23.98,Hostel
2024-01-13 10:00:00,23.45,Admin Block
2024-01-13 10:00:00,36.47,Library
2024-01-13 11:00:00,15.16,Hostel
2024-01-13 11:00:00,21.24,Admin Block
2024-01-13 11:00:00,29.77,Library
2024-01-13 11:00:00,75.23,Engg Block
2024-01-13 12:00:00,24.5,Hostel
2024-01-13 12:00:00,51.53,Engg Block
2024-01-13 12:00:00,26.6,Admin Block
2024-01-13 12:00:00,28.96,Library
2024-01-13 13:00:00,55.9,Engg Block
2024-01-13 13:00:00,15.21,Hostel
2024-01-13 13:00:00,31.7,Admin Block
2024-01-13 13:00:00,35.3,Library
2024-01-13 14:00:00,33.91,Library
2024-01-13 14:00:00,15.62,Admin Block
2024-01-13 14:00:00,18.37,Hostel
2024-01-13 14:00:00,77.14,Engg Block
2024-01-13 15:00:00,20.54,Library
2024-01-13 15:00:00,74.92,Engg Block
2024-01-13 15:00:00,25.58,Admin Block
2024-01-13 15:00:00,19.14,Hostel
2024-01-13 16:00:00,24.2,Admin Block
2024-01-13 16:00:00,38.86,Library
2024-01-13 16:00:00,27.15,Hostel
2024-01-13 16:00:00,64.66,Engg Block
2024-01-13 17:00:00,38.28,Library
2024-01-13 17:00:00,28.36,Admin Block
2024-01-13 17:00:00,66.91,Engg Block
2024-01-13 17:00:00,26.79,Hostel
2024-01-13 18:00:00,26.25,Library
2024-01-13 18:00:00,8.34,Admin Block
2024-01-13 18:00:00,85.76,Engg Block
2024-01-13 18:00:00,30.69,Hostel
2024-01-13 19:00:00,29.82,Engg Block
2024-01-13 19:00:00,49.81,Hostel
2024-01-13 19:00:00,32.37,Library
2024-01-13 19:00:00,6.8,Admin Block
2024-01-13 20:00:00,38.57,Hostel
2024-01-13 20:00:00,32.96,Library
2024-01-13 20:00:00,39.79,Engg Block
2024-01-13 20:00:00,7.49,Admin Block
2024-01-13 21:00:00,31.56,Library
2024-01-13 21:00:00,33.23,Engg Block
2024-01-13 21:00:00,30.5,Hostel
2024-01-13 21:00:00,6.73,Admin Block
2024-01-13 22:00:00,45.81,Hostel
2024-01-13 22:00:00,11.12,Library
2024-01-13 22:00:00,33.1,Engg Block
2024-01-13 22:00:00,9.72,Admin Block
2024-01-13 23:00:00,8.03,Admin Block
2024-01-13 23:00:00,44.47,Hostel
2024-01-13 23:00:00,10.82,Library
2024-01-13 23:00:00,44.61,Engg Block
2024-01-14 00:00:00,11.04,Admin Block
2024-01-14 00:00:00,84.67,Hostel
2024-01-14 00:00:00,12.44,Library
2024-01-14 00:00:00,42.22,Engg Block
2024-01-14 01:00:00,15.43,Library
2024-01-14 01:00:00,42.12,Engg Block
2024-01-14 01:00:00,55.36,Hostel
2024-01-14 01:00:00,7.9,Admin Block
2024-01-14 02:00:00,6.87,Admin Block
2024-01-14 02:00:00,46.42,Engg Block
2024-01-14 02:00:00,13.86,Library
2024-01-14 02:00:00,28.75,Hostel
2024-01-14 03:00:00,35.18,Engg Block
2024-01-14 03:00:00,11.57,Library
2024-01-14 03:00:00,40.7,Hostel
2024-01-14 03:00:00,5.58,Admin Block
2024-01-14 04:00:00,40.97,Engg Block
2024-01-14 04:00:00,5.11,Admin Block
2024-01-14 04:00:00,14.43,Library
2024-01-14 04:00:00,64.01,Hostel
2024-01-14 05:00:00,5.38,Library
2024-01-14 05:00:00,5.47,Admin Block
